Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
CZ;Hlavní město Praha;CZ0ALIB;50.0073051452637, 14.44593334198;PM2.5;EEA Czech Republic;µg/m³;4.8;2023-08-10T08:00:00+10:00;Czech Republic
PL;Osieczów;Osieczów;51.31763, 15.431719;SO2;GIOS;µg/m³;5.32369;2023-06-15T09:00:00+10:00;Poland
ES;Alicante/Alacant;ES1623A;38.7063888794757, -0.46694444;SO2;EEA Spain;µg/m³;3.0;2023-08-10T07:00:00+10:00;Spain
TR;Batman;Batman;37.9006101, 41.1289489;SO2;Turkiye;µg/m³;3.997;2023-05-31T10:00:00+10:00;Turkey
CL;La Florida;La Florida;-33.516630362266, -70.588123961971;PM2.5;Chile - SINCA;µg/m³;71.0;2023-08-10T09:00:00+10:00;Chile
US;CLARK;Las Vegas Paiute;36.357778, -115.361389;PM2.5;AirNow;µg/m³;15.1;2020-01-13T09:00:00+10:00;United States
US;Grand Rapids-Wyoming;GRAND RAPIDS;42.984699, -85.671097;O3;AirNow;ppm;0.07;2023-05-31T06:00:00+10:00;United States
TR;Konya;Konya - Merkez/Trafik;37.888283, 32.493653;NO2;Turkiye;µg/m³;12.24;2023-05-18T17:00:00+10:00;Turkey
FR;;FR08204;43.8291454141088, 4.64295152912459;NO2;EEA France;µg/m³;5.0;2019-07-04T20:00:00+10:00;France
MX;Saltillo;Finanzas;25.421472222222004, -100.99686111111;NO;Sinaica Mexico;ppm;0.00019495;2023-08-05T07:00:00+10:00;Mexico
FR;Indre-et-Loire;FR34024;47.3441490981312, 0.653775897476505;O3;EEA France;µg/m³;53.3;2023-08-10T07:00:00+10:00;France
MX;Xalapa;Secretaría de Trabajo y Previsión Social y de Productividad del Estado;19.891736111111, -97.558302777778;CO;Sinaica Mexico;ppm;0.0;2023-07-06T02:00:00+10:00;Mexico
IN;;Motilal Nehru NIT, Prayagraj - UPPCB;25.494, 81.863;CO;caaqm;µg/m³;1390.0;2022-10-31T12:00:00+10:00;India
DE;Bayern;DEBY005;49.991518000000006, 9.117973;PM2.5;EEA Germany;µg/m³;6.69;2023-08-10T07:00:00+10:00;Germany
DE;Bayern;DEBY115;48.149606, 11.536513;NO;EEA Germany;µg/m³;38.88;2023-08-10T07:00:00+10:00;Germany
ES;Vilafranca del Penedès;Vilafranca del Penedès;41.346813, 1.6865987;PM10;catalonia-mediambient;µg/m³;20.0;2023-08-09T12:00:00+10:00;Spain
FR;Hauts-de-Seine;FR04002;48.9296919603475, 2.29471944382479;NO;EEA France;µg/m³;1.0;2023-08-07T22:00:00+10:00;France
TH;Phetchaburi;Kaeng Krachan National Park;12.884444, 99.632778;PM2.5;Air4Thai;µg/m³;8.0;2022-05-16T09:00:00+10:00;Thailand
US;DUCHESNE;Roosevelt;40.2943, -110.009;NO;AirNow;ppm;0.0003;2023-05-31T09:00:00+10:00;United States
ES;Huesca;ES1883A;42.4577799994651, 0.18194;SO2;EEA Spain;µg/m³;2.0;2023-08-10T07:00:00+10:00;Spain
AU;Kealba;Kealba;-37.74077, 144.826157;PM10;Australia - Victoria;µg/m³;13.98;2023-04-05T07:00:00+10:00;Australia
US;CLAY;Vermillion;42.789453, -96.903867;PM2.5;AirNow;µg/m³;5.8;2022-10-10T06:00:00+10:00;United States
MX;Mexicali;Palacio Municipal;32.64002777777801, -115.47463888889;NO2;Sinaica Mexico;ppm;0.0129;2023-07-27T05:00:00+10:00;Mexico
TR;Kayseri;Hürriyet;38.7235546547282, 35.4696173731036;CO;Turkey;µg/m³;860.0;2018-10-14T07:00:00+10:00;Turkey
US;Malone;St Regis Mohawk-NY;44.980598, -74.695297;O3;AirNow;ppm;0.0;2019-12-18T01:00:00+10:00;United States
US;MISSOULA;Missoula Boyd Park;46.842297, -114.020549;PM10;AirNow;µg/m³;24.0;2023-05-31T09:00:00+10:00;United States
TH;Prachuap Khiri Khan;Hua Hin Weather Station Prachuap Khiri Khan Meteorological Station;12.577835, 99.953663;CO;Air4Thai;ppm;0.23;2022-10-10T07:00:00+10:00;Thailand
ES;Barcelona;Barcelona;41.38749, 2.1151996;SO2;catalonia-mediambient;µg/m³;1.0;2023-08-10T07:00:00+10:00;Spain
MX;Tijuana;La Mesa;32.4975, -116.97694444444;PM2.5;Sinaica Mexico;µg/m³;36.4033339;2023-07-03T04:00:00+10:00;Mexico
ES;Castellón/Castelló;ES1690A;40.2694444394702, -0.07888888;SO2;EEA Spain;µg/m³;4.0;2023-07-04T15:00:00+10:00;Spain
IN;;Nehru Nagar, Delhi - DPCC;28.5639543, 77.2587868;PM10;caaqm;µg/m³;180.0;2018-05-13T20:00:00+10:00;India
TW;臺北市;Shilin;25.105417, 121.515389;PM10;Taiwan;µg/m³;29.0;2017-12-22T15:00:00+10:00;Taiwan, China
IN;;SAC ISRO Satellite, Ahmedabad - IITM;23.023389000000005, 72.515201;NO2;caaqm;µg/m³;9.6;2022-07-07T19:15:00+10:00;India
IN;;Mahape, Navi Mumbai - MPCB;19.1135051, 73.008978;CO;caaqm;µg/m³;1130.0;2022-10-17T01:45:00+10:00;India
TR;Denizli;Bayramyeri;37.766395143213, 29.0970625522213;SO2;Turkey;µg/m³;6.0;2017-07-21T07:00:00+10:00;Turkey
FR;Marne;FR14012;49.224144731874, 4.02055378452238;O3;EEA France;µg/m³;30.7;2023-08-10T07:00:00+10:00;France
TW;新竹市;Hsinchu;24.805619, 120.972075;NO2;Taiwan;ppm;0.0053;2021-05-17T15:00:00+10:00;Taiwan, China
US;PHILADELPHIA;RIT;39.922516, -75.186783;SO2;AirNow;ppm;0.0002;2023-05-31T09:00:00+10:00;United States
US;Phoenix-Mesa-Scottsdale;Central Phoenix;33.4579, -112.046;PM10;AirNow;µg/m³;31.0;2023-05-31T09:00:00+10:00;United States
US;Reno-Sparks;Reno4;39.521918, -119.795444;PM2.5;AirNow;µg/m³;6.0;2023-05-31T09:00:00+10:00;United States
ES;Hospitalet de Llobregat, l';Hospitalet de Llobregat, l';41.370476, 2.1149993;NO2;catalonia-mediambient;µg/m³;12.0;2023-08-10T07:00:00+10:00;Spain
ES;Asturias;ES1572A;43.3726749994639, -5.872796999999999;SO2;EEA Spain;µg/m³;1.1;2023-08-10T07:00:00+10:00;Spain
TR;Konya;Konya - Meram;37.860094, 32.475303;SO2;Turkiye;µg/m³;91.462;2023-03-23T21:00:00+10:00;Turkey
GB;;Derry;55.001225, -7.329115;PM2.5;DEFRA;µg/m³;8.0;2016-03-03T08:00:00+10:00;United Kingdom
US;Roanoke;EAST VINTON ELEMENTA;37.28342, -79.88452;SO2;AirNow;ppm;0.0;2023-05-31T09:00:00+10:00;United States
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;SO2;Air4Thai;ppm;0.0;2023-05-22T00:00:00+10:00;Thailand
IN;;Kalyana Nagara, Chikkamagaluru - KSPCB;13.328028000000002, 75.797056;SO2;caaqm;µg/m³;3.77;2022-10-17T02:00:00+10:00;India
ES;;ES2040A;37.1387999994828, -1.8422;O3;EEA Spain;µg/m³;80.0;2022-06-14T13:00:00+10:00;Spain
US;Wichita;K96 & Hydraulic;37.7472, -97.3164;PM10;AirNow;µg/m³;9.0;2018-01-09T21:00:00+10:00;United States
TR;Gümüşhane;Gümüşhane;40.4597797058921, 39.4804561604182;PM2.5;Turkiye;µg/m³;11.721;2022-10-28T10:00:00+10:00;Turkey
PL;Brzeg;Brzeg, ul. Poprzeczna;50.849509, 17.462579;PM10;GIOS;µg/m³;20.5828;2023-06-15T09:00:00+10:00;Poland
TW;高雄市;Fuxing;22.608711, 120.312017;CO;Taiwan;ppm;0.12;2021-05-17T15:00:00+10:00;Taiwan, China
ZA;Sedibeng;Randwater;-26.68674, 28.008496;PM10;South Africa;µg/m³;-0.021;2023-05-30T07:00:00+10:00;South Africa
ZA;Richards Bay;CBD;-28.756224, 32.049242;PM10;Richards Bay;µg/m³;13.0;2019-04-04T07:45:00+10:00;South Africa
FR;Haute-Garonne;FR12021;43.6236195829158, 1.43860701175321;O3;EEA France;µg/m³;60.4;2021-05-17T13:00:00+10:00;France
TR;Ordu;Karşıyaka;40.97375, 37.9075278;NO2;Turkey;µg/m³;40.0;2017-07-21T07:00:00+10:00;Turkey
GB;Manchester;Manchester Piccadilly;53.48152, -2.237881;NO2;DEFRA;µg/m³;24.0;2023-08-10T10:00:00+10:00;United Kingdom
TH;Nan;Municipality Office, Nan;18.7888833, 100.7763166;NO2;Air4Thai;ppm;0.0;2023-03-16T04:00:00+10:00;Thailand
US;Evanston;Murphy Ridge;41.3694, -111.0419;PM10;AirNow;µg/m³;10.0;2020-08-26T03:00:00+10:00;United States
FR;Seine-et-Marne;FR04328;48.35470925584061, 2.64529596660528;NO;EEA France;µg/m³;0.0;2023-08-10T07:00:00+10:00;France
MX;Salamanca;DIF;20.558055555556, -101.20472222221998;NO;Sinaica Mexico;ppm;0.005376;2023-08-10T09:00:00+10:00;Mexico
CL;Quintero;Valle Alegre;-32.807512, -71.436274;NO2;Chile - SINCA;µg/m³;7.2;2021-08-21T07:00:00+10:00;Chile
IN;;Navi Mumbai Municipal Corporation Airoli;19.1494, 72.9986;PM10;CPCB;µg/m³;40.56;2020-04-09T10:15:00+10:00;India
DE;;DEBB099;52.481882, 13.84825;PM2.5;EEA Germany;µg/m³;8.0;2019-01-03T19:00:00+10:00;Germany
US;UNION;Elizabeth;40.662388, -74.214813;SO2;AirNow;ppm;0.0;2023-05-31T06:00:00+10:00;United States
TH;Saraburi;Na Phralan Police Station;14.685833, 100.871996;O3;Air4Thai;ppm;0.008;2023-03-15T13:00:00+10:00;Thailand
TW;高雄市;Zuoying;22.674861, 120.292917;NO2;Taiwan;ppm;0.0012;2021-05-17T15:00:00+10:00;Taiwan, China
ZA;City of Tshwane;Hammanskraal;-25.38512, 28.254542;NO;South Africa;ppm;0.044629;2023-04-20T18:00:00+10:00;South Africa
CA;PRINCE EDWARD ISLAND;SOUTHAMPTON;46.3864, -62.5828;O3;AirNow;ppm;0.023;2023-07-17T21:00:00+10:00;Canada
IN;;Velachery Res. Area, Chennai - CPCB;13.005218900000001, 80.23981249999999;NO2;caaqm;µg/m³;48.0;2022-10-31T11:45:00+10:00;India
US;Vallejo-Fairfield;Vallejo;38.102507, -122.237976;CO;AirNow;ppm;0.3;2023-05-31T09:00:00+10:00;United States
ES;Pontevedra;ES1439A;42.2027777694656, -8.74694444;SO2;EEA Spain;µg/m³;1.0;2023-08-10T06:00:00+10:00;Spain
TH;Phetchaburi;Kaeng Krachan National Park;12.884444, 99.632778;PM2.5;Air4Thai;µg/m³;6.0;2022-05-21T08:00:00+10:00;Thailand
ES;Barcelona;ES1262A;41.5611753964668, 2.101405057;NO2;EEA Spain;µg/m³;11.0;2023-08-10T07:00:00+10:00;Spain
AT;Niederösterreich;AT30065;48.1958349994666, 16.143612;O3;EEA Austria;µg/m³;53.677;2023-08-10T04:00:00+10:00;Austria
CA;;Chenier;45.60175999999999, -73.541992;NO2;AirNow;ppm;0.006;2019-01-17T02:00:00+10:00;Canada
TH;Phetchaburi;Kaeng Krachan National Park;12.884444, 99.632778;PM2.5;Air4Thai;µg/m³;5.0;2022-05-22T07:00:00+10:00;Thailand
PL;Bielsko-Biała;Bielsko-Biała, ul.Partyzantów;49.802075, 19.04861;NO2;GIOS;µg/m³;18.8305;2023-06-15T09:00:00+10:00;Poland
MX;León;CICEG - Bomberos;21.103055555556, -101.63611111111001;NO2;Sinaica Mexico;ppm;0.006322919;2023-08-06T08:00:00+10:00;Mexico
US;Hickory-Lenoir-Morganton;LENOIR;35.93583, -81.53028;SO2;AirNow;ppm;0.001;2019-08-13T01:00:00+10:00;United States
ES;;Sitges (Vallcarca - Oficines);41.242375047, 1.859334489;SO2;EEA Spain;µg/m³;1.0;2017-07-20T21:00:00+10:00;Spain
TH;Mukdahan;Mukdahan Provincial Stadium;16.54257, 104.7192;PM2.5;Air4Thai;µg/m³;6.0;2022-09-30T07:00:00+10:00;Thailand
ES;Cádiz;ES1822A;36.7944899994846, -5.53162;NO;EEA Spain;µg/m³;2.0;2023-08-10T07:00:00+10:00;Spain
TH;;City Hall, Samut Pra;13.599149, 100.597345;O3;AirNow;ppm;0.012;2023-05-31T07:00:00+10:00;Thailand
DE;Sachsen;DESN092;51.036105, 13.730205000000002;PM2.5;EEA Germany;µg/m³;5.685;2023-07-14T20:00:00+10:00;Germany
TW;新北市;Linkou;25.07857, 121.365703;PM2.5;Taiwan;µg/m³;17.0;2021-05-17T15:00:00+10:00;Taiwan, China
ZA;West Coast;Malmesbury;-33.4554, 18.7317;CO;South Africa;ppm;0.587;2022-08-10T13:00:00+10:00;South Africa
IN;;Chitragupta Nagar, Siwan - BSPCB;26.2271665, 84.35704269999998;PM10;caaqm;µg/m³;470.0;2022-10-31T11:45:00+10:00;India
CL;Rancagua;Rancagua I;-34.162314609087, -70.713919225517;CO;Chile - SINCA;µg/m³;874.23;2021-08-21T06:00:00+10:00;Chile
IN;;Dr. Karni Singh Shooting Range, Delhi - DPCC;28.4997315, 77.2649067;PM2.5;caaqm;µg/m³;129.0;2018-05-12T14:45:00+10:00;India
AT;;Heiterwang;47.44776838195361, 10.744210124183125;O3;EEA Austria;µg/m³;10.0;2016-12-12T19:00:00+10:00;Austria
ES;Cádiz;ES0556A;36.1794299994879, -5.37697;CO;EEA Spain;µg/m³;265.0;2023-08-10T06:00:00+10:00;Spain
AU;Gladstone;Memorial Park;-23.8443, 151.2517;O3;Australia - Queensland;ppm;0.025;2023-08-10T10:00:00+10:00;Australia
GB;Leeds;Leeds Headingley Kerbside;53.819972, -1.5763609999999997;PM2.5;DEFRA;µg/m³;2.0;2023-08-10T10:00:00+10:00;United Kingdom
BA;;Bukinje;44.52361111111111, 18.60027777777778;CO;Bosnia_Tuzlanski;µg/m³;504.0;2022-01-12T20:00:00+10:00;Bosnia and Herzegovina
MX;;Oblatos;20.700538611111, -103.29661666667;SO2;Sinaica Mexico;ppm;0.0021325;2021-09-24T05:00:00+10:00;Mexico
US;Beaumont-Port Arthur;SETRPC Port Arthur C;29.865, -93.955;O3;AirNow;ppm;0.028;2023-05-15T14:00:00+10:00;United States
CZ;;CZ0ASMI;50.0731353759766, 14.3981409072876;PM2.5;EEA Czech Republic;µg/m³;4.0;2021-03-11T23:00:00+10:00;Czech Republic
ZA;Waterberg;Mokopane;-24.155951, 28.984199;NOX;South Africa;ppm;0.018649;2023-05-29T14:00:00+10:00;South Africa
TH;Rayong;Khai Surasinghanat;12.648576, 101.32245;O3;Air4Thai;ppm;0.0;2022-05-04T18:00:00+10:00;Thailand
FR;Paris;FR04031;48.8688664798191, 2.31194014782137;PM2.5;EEA France;µg/m³;12.1;2023-08-10T06:00:00+10:00;France
RS;Beograd;Beograd Zemun Ugrinovačka;44.849212, 20.377265999999995;PM10;serbia;µg/m³;17.3395;2023-06-15T07:00:00+10:00;Serbia
DE;Sachsen;DESN083;50.84574, 12.903366999999998;NO2;EEA Germany;µg/m³;24.212;2023-07-14T20:00:00+10:00;Germany
FR;;FR33114;45.2525809994632, 6.397014;NO2;EEA France;µg/m³;44.93;2018-02-13T17:00:00+10:00;France
DE;Sachsen-Anhalt;DEST104;51.837306, 11.891412;O3;EEA Germany;µg/m³;63.67155;2023-08-01T07:00:00+10:00;Germany
TR;Hatay;Hatay - Mustafa Kemal Üniversitesi;36.3324502051441, 36.1948994;PM2.5;Turkiye;µg/m³;0.076;2023-05-31T00:00:00+10:00;Turkey
CA;QUEBEC;Qu�bec - Coll�ge St-;46.7969, -71.2461;O3;AirNow;ppm;0.018;2023-08-10T09:00:00+10:00;Canada
MX;García;Misión San Juan;25.785305555555997, -100.46400000000001;O3;Sinaica Mexico;ppm;0.043;2023-08-10T09:00:00+10:00;Mexico
TR;Ankara;Ankara - Ulus;39.9400835480569, 32.8498997485429;SO2;Turkiye;µg/m³;8.6;2023-05-31T10:00:00+10:00;Turkey
US;Denver-Aurora;I25 Denver;39.732144, -105.015313;NO2;AirNow;ppm;0.023;2023-05-31T00:00:00+10:00;United States
TR;Ağrı;TR;39.5476, 44.083595;PM10;Turkiye;µg/m³;95.069;2022-12-20T17:00:00+10:00;Turkey
AU;Geelong;Geelong South;-38.17356, 144.37030000000001;O3;Australia - Victoria;ppm;0.00041;2023-04-05T07:00:00+10:00;Australia
US;Madera;Madera - Pump Yard;36.8669, -120.01;O3;AirNow;ppm;0.047;2023-05-31T09:00:00+10:00;United States
US;CACHE;Smithfield;41.842778, -111.85194;NO2;AirNow;ppm;0.0036;2023-05-31T09:00:00+10:00;United States
US;Lincoln;LLCHD BAM;40.812558, -96.675733;PM2.5;AirNow;µg/m³;3.0;2023-05-31T09:00:00+10:00;United States
TR;Kırşehir;Kırşehir;39.1380601097263, 34.1682767495831;O3;Turkiye;µg/m³;34.613;2023-05-31T10:00:00+10:00;Turkey
US;Houston-Sugar Land-Baytown;Baytown C148;29.7708, -95.0311;PM2.5;AirNow;µg/m³;8.2;2023-05-30T17:00:00+10:00;United States
CO;;CAL-LASA - Caldas - Corporacion Universitaria Lasallista;6.0990806, -75.6386261;O3;Medellin;ppm;0.0191;2022-02-16T09:00:00+10:00;Colombia
IS;Grundartangi;Grundartangi Kríuvarða;64.373583, -21.759139;SO2;Umhverfisstofnun;µg/m³;4.03;2023-08-10T10:00:00+10:00;Iceland
MN;Мандал сум;Зүүнхараа;48.86666666666667, 106.85;NO2;Tsag-Agaar.gov.mn;µg/m³;34.0;2019-12-31T22:00:00+10:00;Mongolia
US;Detroit-Warren-Livonia;MILITARY PARK;42.312078, -83.103469;NO2;AirNow;ppm;0.0069;2023-05-31T06:00:00+10:00;United States
TW;金門縣;Kinmen;24.432133, 118.312256;PM2.5;Taiwan;µg/m³;15.0;2021-05-17T14:00:00+10:00;Taiwan, China
LA;Nakhon Phanom;Meteorological stations, Nakhon Phanom;17.412345, 104.7786123;SO2;Air4Thai;ppm;0.002;2023-08-10T10:00:00+10:00;Lao People's Dem. Rep.
RS;Obrenovac;Obrenovac Centar;44.659478, 20.204496;PM10;serbia;µg/m³;12.274915254237;2023-06-15T10:00:00+10:00;Serbia
GB;London;Haringey Roadside;51.5993, -0.068218;NO2;DEFRA;µg/m³;32.0;2023-08-10T10:00:00+10:00;United Kingdom
ES;Jaén;ES1253A;38.09292999947831, -3.7839200000000006;CO;EEA Spain;µg/m³;210.0;2023-08-10T07:00:00+10:00;Spain
TR;Kırklareli;Kırklareli - Limanköy-MTHM;41.88515, 28.05599;SO2;Turkiye;µg/m³;19.157;2023-05-31T06:00:00+10:00;Turkey
MX;Tonalá;Loma Dorada;20.629294722222, -103.26397416667;PM10;Sinaica Mexico;µg/m³;404.79;2023-08-10T09:00:00+10:00;Mexico
ZA;Gert Sibande;Embalenhle;-26.551427, 29.112381;NO;South Africa;ppm;0.000239;2023-04-25T21:00:00+10:00;South Africa
AT;;Zederhaus A10;47.15406999946475, 13.50508;O3;EEA Austria;µg/m³;84.606;2017-07-21T05:00:00+10:00;Austria
TR;Antalya;Antalya - Muratpaşa;36.8923554194555, 30.7334227485429;PM10;Turkiye;µg/m³;22.741;2023-05-31T10:00:00+10:00;Turkey
US;GALLATIN;West Yellowstone Par;44.657014, -111.089618;NO2;AirNow;ppm;0.0015;2023-05-31T09:00:00+10:00;United States
ES;;TORRE DE H�RCULES;43.382499999999986, -8.40888888;SO2;EEA Spain;µg/m³;1.0;2017-07-21T05:00:00+10:00;Spain
ES;;ES1307A;43.1738888794642, -8.18833333;NO2;EEA Spain;µg/m³;4.5;2022-01-02T10:00:00+10:00;Spain
AE;Abu Dhabi;Bida Zayed;23.652199, 53.70379;PM10;adairquality-ae;µg/m³;39.0;2023-07-13T18:00:00+10:00;United Arab Emirates
CZ;Ústecký;CZ0UDOK;50.458854675293, 14.1701622009277;NO2;EEA Czech Republic;µg/m³;12.8;2023-08-10T08:00:00+10:00;Czech Republic
CH;Doubs;FR82010;47.5103033076458, 6.79400340956015;PM10;EEA France;µg/m³;4.5;2023-08-10T06:00:00+10:00;Switzerland
IT;Arezzo;IT1681A;43.66028, 11.901670000000001;NO;EEA Italy;µg/m³;2.0;2023-08-10T09:00:00+10:00;Italy
US;Las Vegas-Paradise;Apex;36.39103, -114.907429;O3;AirNow;ppm;0.02;2020-10-02T00:00:00+10:00;United States
MX;Nezahualcóyotl;FES Aragón;19.473691944444, -99.046175833333;PM2.5;Sinaica Mexico;µg/m³;10.0;2023-08-10T09:00:00+10:00;Mexico
US;Providence-New Bedford-Fall River;W Greenwich;41.615, -71.7197;NO2;AirNow;ppm;0.0;2017-10-24T18:00:00+10:00;United States
PL;Jastrzębie-Zdrój;Jastrzębie-Zdrój, Al.J.Piłsudskiego/Harcerska;49.952544, 18.607953;PM2.5;GIOS;µg/m³;25.0539;2023-06-15T09:00:00+10:00;Poland
US;Peoria;PEORIA_J;40.6978, -89.5889;PM2.5;AirNow;µg/m³;17.9;2023-05-24T21:00:00+10:00;United States
IT;Roma;IT1906A;41.893889, 12.475278;O3;EEA Italy;µg/m³;80.0;2023-08-10T07:00:00+10:00;Italy
GB;Liverpool;Wirral Tranmere;53.37287, -3.022722;PM2.5;DEFRA;µg/m³;2.0;2023-08-10T10:00:00+10:00;United Kingdom
MX;Cuernavaca;Cuernavaca 01;18.921817777778, -99.234896666667;NO;Sinaica Mexico;ppm;0.0035138888888888;2023-08-10T09:00:00+10:00;Mexico
ES;Madrid;ES1810A;40.2519399994703, -4.274720000000001;NO2;EEA Spain;µg/m³;6.0;2023-08-10T07:00:00+10:00;Spain
TH;Saraburi;Na Phra Lan, Chaloem Phra Kiat;14.683085094818, 100.87513981078;O3;Thailand;ppm;0.008;2020-09-23T14:00:00+10:00;Thailand
BE;West-Vlaanderen;BETN029;51.01628, 2.582323;PM2.5;EEA Belgium;µg/m³;10.81;2023-08-10T08:00:00+10:00;Belgium
AT;Tirol;AT72110;47.2626193994649, 11.3923611;SO2;EEA Austria;µg/m³;1.3039999;2023-08-10T04:00:00+10:00;Austria
MX;León;Facultad de Medicina;21.133333333333, -101.68;CO;Sinaica Mexico;ppm;0.322228;2021-09-23T16:00:00+10:00;Mexico
FR;;FR04135;48.8379529715682, 2.40805988322215;NO2;EEA France;µg/m³;31.8;2023-04-14T01:00:00+10:00;France
TH;Nong Khai;Nong Thin Public Park, Nong Khai;17.87748, 102.728925;SO2;Air4Thai;ppm;0.001;2023-05-31T10:00:00+10:00;Thailand
TW;宜蘭縣;Dongshan;24.632203, 121.792928;NO2;Taiwan;ppm;0.0039;2021-05-17T15:00:00+10:00;Taiwan, China
US;San Luis Obispo-Paso Robles;Nipomo RP;35.0315, -120.50101;PM10;AirNow;µg/m³;2.0;2022-07-21T23:00:00+10:00;United States
IL;;תחנה:אליקים;32.63244, 35.06565;O3;Israel;ppm;0.0117;2019-04-04T07:00:00+10:00;Israel
US;JOSEPHINE;Cave Junction Forest;42.1617, -123.64835;PM2.5;AirNow;µg/m³;3.3;2023-05-31T09:00:00+10:00;United States
TR;Erzincan;Erzincan - Trafik;39.746445, 39.497068;PM10;Turkiye;µg/m³;29.017;2023-05-31T10:00:00+10:00;Turkey
US;CA8 - ARB;MMCA81044;41.047572, -123.67698;PM2.5;AirNow;µg/m³;3.0;2020-04-04T05:00:00+10:00;United States
ES;Valencia/València;ES1671A;39.708055549472, -0.83194444;O3;EEA Spain;µg/m³;74.0;2023-08-10T07:00:00+10:00;Spain
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;O3;Air4Thai;ppm;0.031;2023-05-21T15:00:00+10:00;Thailand
US;Lima;Lima;40.771, -84.0539;PM2.5;AirNow;µg/m³;4.9;2023-05-31T09:00:00+10:00;United States
IN;;MIDC Khutala, Chandrapur - MPCB;19.9775302, 79.2337086;CO;caaqm;µg/m³;960.0;2022-10-11T22:45:00+10:00;India
TW;嘉義縣;Xingang;23.554839, 120.345531;PM10;Taiwan;µg/m³;22.0;2021-05-17T15:00:00+10:00;Taiwan, China
IN;;Dwarka-Sector 8, Delhi - DPCC;28.5206826, 76.8023871;CO;caaqm;µg/m³;1700.0;2018-05-12T15:00:00+10:00;India
FI;Uusimaa;FI00781;60.2239299995377, 25.10244;PM10;EEA Finland;µg/m³;6.346905;2023-08-10T10:00:00+10:00;Finland
MX;Pachuca de Soto;Museo del Rehilete;20.077222222222, -98.77797222222202;PM2.5;Sinaica Mexico;µg/m³;32.7937222222222;2023-08-09T08:00:00+10:00;Mexico
IN;;Bombay Castel, Ooty - TNPCB;11.4068288, 76.7138973;NO2;caaqm;µg/m³;1.27;2022-10-15T20:45:00+10:00;India
IN;;Urban, Chamarajanagar - KSPCB;11.553579999999998, 76.55521;CO;caaqm;µg/m³;300.0;2022-10-31T12:00:00+10:00;India
ES;Cádiz;ES1516A;36.522829999486, -6.225170000000001;O3;EEA Spain;µg/m³;69.0;2023-08-10T07:00:00+10:00;Spain
IN;;Chitragupta Nagar, Siwan - BSPCB;26.2271665, 84.35704269999998;O3;caaqm;µg/m³;25.4;2022-10-31T11:45:00+10:00;India
TH;Prachuap Khiri Khan;Hua Hin Weather Station Prachuap Khiri Khan Meteorological Station;12.577835, 99.953663;O3;Air4Thai;ppm;0.01;2022-09-30T02:00:00+10:00;Thailand
MX;Coatzacoalcos;Bomberos y Protección Civil Municipal;18.140805555556, -94.427416666667;CO;Sinaica Mexico;ppm;0.942;2023-08-09T11:00:00+10:00;Mexico
BE;Oost-Vlaanderen;BETR731;51.1246905122968, 3.73950422044193;NO2;EEA Belgium;µg/m³;15.0;2023-08-10T08:00:00+10:00;Belgium
CA;BRITISH COLUMBIA;Chilliwack;49.156110000000005, -121.94056;SO2;AirNow;ppm;0.0002;2023-08-10T09:00:00+10:00;Canada
US;Indianapolis;Indpls - I-70 E;39.787933, -86.13088;BC;AirNow;µg/m³;0.33;2021-01-05T03:00:00+10:00;United States
IN;;Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB;17.321993, 76.822628;PM2.5;caaqm;µg/m³;54.0;2022-10-31T11:00:00+10:00;India
US;KENT;Millington;39.305199, -75.797203;O3;AirNow;ppm;0.039;2023-05-31T09:00:00+10:00;United States
FR;Pas-de-Calais;FR28022;50.308872806823594, 2.8073700101661196;NO2;EEA France;µg/m³;5.3;2023-08-10T07:00:00+10:00;France
US;Cadillac;HOUGHTON LAKE;44.3106, -84.891899;PM2.5;AirNow;µg/m³;11.0;2023-05-31T06:00:00+10:00;United States
ES;Huelva;ES1258A;37.2815599994821, -6.83384;O3;EEA Spain;µg/m³;67.0;2023-08-10T07:00:00+10:00;Spain
ES;Manresa;Manresa;41.73029300000001, 1.8253003;PM10;catalonia-mediambient;µg/m³;68.0;2023-08-10T07:00:00+10:00;Spain
TH;Kanchanaburi;Ban Nua, Kanchanaburi;;PM10;Thailand;µg/m³;97.0;2019-03-13T14:00:00+10:00;Thailand
US;Seattle-Tacoma-Bellevue;Seattle-10th & Welle;47.597222, -122.319722;NO2;AirNow;ppm;0.0147;2023-05-31T09:00:00+10:00;United States
FR;Moselle;FR01011;49.1194269655692, 6.18083136292584;PM2.5;EEA France;µg/m³;5.0;2023-08-10T07:00:00+10:00;France
IT;Bologna;IT0892A;44.48333, 11.355;NO2;EEA Italy;µg/m³;8.0;2023-08-10T08:00:00+10:00;Italy
CZ;Moravskoslezský;CZ0TOPO;49.8252944946289, 18.1592750549316;NO;EEA Czech Republic;µg/m³;1.4;2023-08-09T21:00:00+10:00;Czech Republic
TH;Yala;Sateng, Mueang;6.5499937928872, 101.27999862621;NO2;Thailand;ppm;0.002;2020-09-23T14:00:00+10:00;Thailand
ES;Almería;ES1996A;37.1934199994825, -1.9854;PM10;EEA Spain;µg/m³;14.1;2023-08-10T07:00:00+10:00;Spain
